Protein IDs	Only identified by site
Q12907;D6RBV2;D6RDX1;D6RIU4;D6RBH1	
Q12923-3;Q12923;Q12923-4;Q12923-2;D6R9M4;D6R9X4	
Q12929;Q12929-2;F5H0R8;F5H3Q6;F5GYM8;H0YFG1;F5H1B5;F5H2B8	
Q12931;Q12931-2;I3L0K7;I3L239;I3L2D5;I3L253	
Q12933;Q12933-3;Q12933-2;Q12933-4;B1AMX7;B1AMX8	
Q12948	
Q12955;A0A087WTF3;A0A087X0B4;A0A087WY90;A0A087WVC2;H0Y951;B1AQT1;H0Y9E9;A0A087WZ26;A0A087WTE8;D6RFK6;D6RBY7;A0A087X0L3;A0A087WTP5	
Q12955-4;Q12955-5;Q12955-6;A0A087WUY3;H0Y3A4;H0YA66;H0YAH5;H0Y8Z4;D6RF31	
Q12955-7	+
Q12962;A0A087WWP5	
Q12965;H0YNQ8;H0YLE5;H0YLJ4;H0YN00;H0YNB0	
Q12968-5;Q12968;I3L3K7;H3BR83;H3BRS1;Q12968-3;Q12968-2;H3BU30	
Q12972;A0A0A0MT09;Q12972-2;Q12972-3	
Q12974;Q12974-4;Q12974-3;E9PMY3;E9PML8;E9PJC0;E9PRR9;Q12974-2;E9PL34	
Q12979;Q12979-4;Q12979-2;A0A0G2JQ41;B7Z683;I3L2P5;Q12979-3;A0A0G2JRJ1;I3L3W0;I3NI05;I3L1U8;I3L379;I3L4Y1;I3L0R7;A0A0G2JQT5;I3L2C0;A0A0G2JSE0;A0A0D9SGD7;I3L259;I3L2L3	
Q12981;Q12981-2	
Q12981-1;Q12981-3	+
Q12986;Q12986-2;Q12986-3	
Q12988	
Q12996;E9PLP8;Q12996-2;E9PJ06;H0YE74;Q12996-3	
Q13009;Q13009-2;C9JMB5	
Q13011;M0R248;M0QZW4;M0QXS7;M0R280;M0R1A2	
Q13015	
Q13017;Q13017-2;A0A0A0MSK6;G3V360;G3V444;Q13017-4;H0YK04;Q13017-3;G3V5I7	
Q13018;Q13018-2	
Q13023;G3V3H7;Q13023-2;G3V3B5;G3V3H2;G3V569	
Q13033;G3V340;G3V3G7;H0YJZ4;H0YJT2	
Q13033-2	
Q13042;Q13042-2;Q13042-3;Q13042-4;Q5T8C6	
Q13043;F5H5B4;Q13043-2;A0A087WVN8;A0A087WYT4	
Q13045;Q13045-3;J3QQQ2;J3QLR6;K7EQZ7;K7EP37;J3QQU5;K7EP27;J3KT47;J3KS39	
Q13045-2	
Q13049;Q5JVY0	
Q13057;Q13057-2;K7EN91;K7EQ60;K7ES73;K7EP09;K7ESK6	
Q13061;Q13061-3;Q13061-2	
Q13064	+
Q13077;Q13077-2	
Q13084;A2IDC6;Q4TT37;A2IDC7	
Q13085;Q13085-4;Q13085-2;Q13085-3;Q59FY4;A0A0C4DGT1;A0A0G2JM60;A0A087WWN5;A0A087X2F8;A0A087X0W4;A0A087X126;A0A087WYK6;A0A087WVR6;A0A087WYS8	
Q13087;Q13087-2;H0Y4J5	
Q13093	
Q13099;Q13099-3;Q13099-2;F5H6C2	
Q13103	
Q13107;Q13107-2;H7C189;Q13107-3	
Q13111;Q13111-2;Q13111-3;K7EPA1;K7EJF1	
Q13112	
Q13114;A6NHG8;H0YL26;Q13114-2;H0YL25;H0YMI8	
Q13123;E7EQZ7;Q9H4P6;D6REL4;D6RAY9;D6RCQ4;A0A0C4DGW5	
Q13127;Q13127-4;A0A087X1C2;L0B3Z2;Q13127-2;Q13127-3;L0B1S6	
Q13129	
Q13131;Q13131-2;Q96E92	
Q13136;Q13136-2;E9PJZ7;H0YD72;H0YDW2;O75335-2;E9PPF6;H0YF15;E9PID5	
Q13137-4;Q13137;Q13137-3;Q13137-5;Q13137-2;D6REB0;D6RJE7;D6RF70;I3L493;D6RBI4;I3L4E1;H0Y9G3;H0YBP4	
Q13148;B1AKP7;G3V162;A0A087X260;A0A087WYY0;K7EN94;A0A087WX29;K7EJM5;A0A087WXQ5;A0A087WV68;A0A087WXV3;Q13148-4;A0A087WW61;A0A087WX67;A0A087WZC9;A0A087WZM1;K7EJ99;A0A0A0MSV7;A0A087WYE7;A0A087WTZ4;K7EL26	
Q13151	
Q13153;B3KNX7;Q13153-2;E9PM17;H0YCG5;H0YCM0;E9PKH9;E9PRP6;E9PMP2;E9PQW5	
Q13155;F8W950;A8MU58;F8WCL2	
Q13158	
Q13162;H7C3T4;A6NJJ0;A6NG45	
Q13163;Q13163-2;Q13163-3;Q13163-4;A0A087WWX7;H7BZL1;A6NK28	
Q13164;Q13164-3;C9JUK9;Q13164-2;S4R3I1;J3KT61;Q13164-4;I3L0J8;J3KT50;P29376;H3BVG6;P29376-5;P29376-4	
Q13177;H7C1X3	
Q13185;S4R2Y4;B8ZZ43;C9JMM0	
Q13188;Q13188-2;A0A087WZ06;E5RFQ9;Q8NBU1;E5RIM6	
Q13190;Q13190-2;Q13190-4;Q13190-3;E9PNU4;H7C3X5;E9PP18;E9PRW9;H0YEJ8	
Q13191;B5MC15;Q13191-2;Q13191-3;Q68CY2;E9PHA9;C9JU85;C9JRB3;Q9ULV8	
Q13200;Q13200-3;Q13200-2;C9JPC0;H7C1H2;F8WBS8	
Q13201;E7EPG1;Q13201-2	
Q13206;E9PIF2	
Q13217;X6R9L0	
Q13219	
Q13228;Q13228-4;Q13228-3;Q13228-2;H0Y532;A6PVX1;F2Z2W8;F8WCR4;C9JVL0;F8WBA9	
Q13231;Q13231-2;Q13231-4;D6REY1;Q13231-3	
Q13232;H3BPR2	
Q13237;Q13237-2;B7ZA25	
Q13242;H0YIB4;S4R3G0	
Q13243;Q13243-3;B4DJK0;B4DUA4;Q13243-2;G3V5K8	
Q13247;Q13247-3;Q13247-2	
Q13253	
Q13257;Q13257-2	
Q13263;Q13263-2;M0R0K9;M0R3C0	
Q13283;E5RIZ6;E5RIF8;E5RH42;E5RJU8;Q13283-2;E5RI46;E5RH00	
Q13287;C9JW17	
Q13303;Q13303-2;Q13303-4;Q13303-3;Q13303-5;Q5TG81;Q5TG80;K7EIR5;Q5TG84	
Q13308;Q13308-6;Q13308-4;Q13308-3;Q13308-5;H0Y8F1;C9JQR6;Q86X91;F8WDG7;H7C5L0;C9J9E8	
Q13308-2	+
Q13310-3;Q13310-2;Q13310;B1ANR0;H0Y5F5;H0YEU6;H0YCC8;H0Y6X6;H0YEQ8;B1ANR1;H0YER0;P0CB38	
Q13315;E9PIN0;E9PIQ5;H0YDU7;E9PRG7;Q6P7P1;M0QXY8;A0A087X0E9	
Q13322;Q13322-2;Q13322-4;Q13322-3;H7C3B9;C9JTW6	
Q13325;Q13325-2	
Q13326	
Q13330;Q13330-3;E7ESY4;H0Y4T7;Q13330-2;F8W9Y9;F8VSM3;C9JJM0;H0YIV8;H7C3F3;F8VPC5	
Q13332-2;Q13332;Q13332-4;Q13332-5;Q8NHS7;K7ERX4;K7ESP0	
Q13332-6;G8JL96;A0A0A0MR60;Q13332-7	
Q13336;Q13336-2;F5GWS2;B3KXJ3;B4DFJ8	
Q13347;Q5TFK1	
Q13356;Q13356-2;F8WC56	
Q13362;Q13362-5;Q13362-3;H0YJ75;Q13362-2;Q96B13;H0YN84;G3V2U3;H0YJU0;H0YJZ3;H0YJ49;G3V5T2;H0YK25;H0YJ35;H0YNR8	
Q13362-4;G3V292;H0YK26	+
Q13363;Q13363-2;D6RAX2;E7ESU7;E7EPF8;H0Y8W7;E9PGB1;H0Y9M9;E7EUB3	
Q13367;Q13367-4;F5GWU4;F5GYB0	
Q13367-3	+
Q13370;Q13370-2	
Q13371;Q13371-2;H0Y5D3;H0Y3M0;P20941;P20941-3	
Q13393;Q13393-4;Q13393-3;C9IY79;H7C0L3;F8WBV7	+
Q13393-2	
Q13395	
Q13402;Q13402-5;Q13402-7;Q13402-6;Q13402-8;Q13402-2;H7C4D8;B9A012;A0A087WT71;Q13402-3;Q13402-4	
Q13404;Q13404-8	+
Q13405;E9PNF1;E9PI78	
Q13409-3;Q13409-2;Q13409;Q13409-7;E7EQL5;E7EV09;E7EQU2;E7ESD3;E7EMU4;E7ETL8;E7ET01;E9PGG1;E7EUM4;E7ERR6;E7ERH4;E7EU01	
Q13409-6;Q13409-5	
Q13416;B8ZZ80;C9JK08	
Q13421-4;Q13421-3;Q13421-2;Q13421;H3BMA1;H3BUX1;H3BR90;H3BV92	
Q13422;Q13422-7;Q13422-4;Q13422-3;Q13422-2;A0A0A0MRA0;R9R4D9;A0A0A0MST1;A0A087WU46;Q13422-6;Q13422-5	
Q13423;D6RAI5;D6RHU2	
Q13424;Q13424-2	
Q13425;Q13425-2;H0YCS0;A0A0G2JM75;J3KT21;H7BY41	
Q13426;Q13426-2;Q13426-3	
Q13427;E9PG73;C9JM79;Q13427-2;C9JN15;C9JT64;C9J679	
Q13428;Q13428-4;Q13428-2	+
Q13428-3;Q13428-8	
Q13432;Q13432-2;K7EN86;C9JSK0;K7EJU3;J3QQT8	
Q13433;Q13433-2;K7EQ91	
Q13435;A0A087WZZ5;E9PPJ0;E9PJ04;H0YEX5;H0YCG1;E9PJT3;E9PIL8	
Q13438;Q13438-4;Q13438-5;Q13438-2;Q13438-7;Q13438-6;Q13438-3;B4E321;Q13438-8;F8W1V2;F8W1N0;F8VZI7;F8W0R2	
Q13439;Q13439-4;H0Y6I0;C9JHJ5;Q86W71	
Q13439-3	
Q13439-5	
Q13442;F8WBW6	
Q13443;A0AVL1;Q13443-2;F8WC54;C9J6H5;C9JPM3	
Q13444;Q13444-2;Q13444-12;Q13444-5;Q13444-4;Q13444-3;Q13444-10;Q13444-9;Q13444-8;Q13444-7;Q13444-6;Q13444-11;Q13444-13	
Q13445;K7EIN4;K7EQ63	
Q13451;Q13451-2	
Q13454-2;Q13454;D6RDV0;D6RA37;A0A0A0MTC2;D6RIY7	
Q13464;J3KRH6	
Q13469;Q13469-3;Q13469-4;Q13469-2;Q13469-5	
Q13472;Q13472-2;Q13472-3;J3KRR9;J3KS96;J3QS25;K7ELI7;J3QR18;K7EMT6	
Q13474;Q13474-2;F2Z3K8	+
Q13478;Q86YL8	
Q13480-2;Q13480;B7Z3B9;H0Y8F4;D6RIF8	
Q13488;E9PNA6;Q13488-2;E9PM12;E9PMC5;H0YCE3;H0YEL3;A6NHQ4	
Q13492;Q13492-2;Q13492-5;Q13492-3;E9PKP6;E9PLJ8;H0YCY1;E9PK13;E9PJT1	
Q13492-4;E9PI56	
Q13496;Q13496-2;C9J2A2	
Q13501;Q13501-2;E7EMC7;E9PFW8;E3W990;C9JRJ8;D6RBF1;C9J6J8	
Q13503;F5H872	
Q13506;B8ZZS2;Q13506-2;H0Y4C5;C9JFF6;C9J3V0;C9JL92;C9JID4	
Q13508;Q13508-2;Q13508-3;E7ESB3;E7ER42;E7EX61;E9PGR5	
Q13509;A0A0B4J269;Q13509-2;G3V2A3;G3V5W4;G3V2R8;G3V3R4;G3V2N6;G3V3J6;G3V3W7	
Q13510;Q13510-2;E7EMM4;Q13510-3	
Q13522;F8VR76;H0YIU4;R4GMQ8	
Q13523;H0YDJ3	
Q13526;K7EN45;K7EMU7;O15428;K7EP26	
Q13530;Q13530-2;Q5H936	
Q13535;Q13535-2;Q13535-3;H0Y9K2;H0Y8Y6;H0Y8R8;D6RFJ6	
Q13541	
Q13542	
Q13546;Q13546-2	
Q13547;Q5TEE2	
Q13554;Q13554-8;Q13554-5;Q13554-2;Q13554-4;Q13554-3;Q13554-7;Q13554-6;H7BXS4;H7BZC6;E9PBE8;E7EQE4;E7ETC9;E7ERS6	
Q13557-6;Q13557;D6R938;Q13557-10;Q13557-11;Q13557-3;Q13557-8;Q13557-4;Q13557-12;Q13557-9;Q13557-5	
Q13561;Q13561-3;Q13561-2;F8W1I6;H0YI98;F8VW18;F8VRV7;F8W0U6	
Q13563;Q13563-3;Q13563-5;Q13563-4;Q13563-2;B4DFN3	
Q13564;Q13564-2;Q13564-4;Q13564-3;H3BMR3;J3QRA5;J3KRK3;J3KTE3;J3QLH4;H3BQW6	
Q13572;Q13572-2;G3V588;G3V5A3;G3V4M9;G3V3C0	
Q13573;G3V3A4;G3V4X8;G3V5R3	
Q13574;Q13574-6;Q13574-2;Q13574-4;Q13574-5;E9PNL8;E9PNZ3;H0YDN6;E9PFX6	
Q13576;F5H7S7;E7EWC2;Q13576-3;Q13576-2;D6R939;E9PDT6;D6RDK8;D6RGC6;D6R999;H0YA28	
Q13586;G0XQ39;E9PNJ4;Q13586-2;E9PIQ8;E9PRZ7;E9PR09;E9PN27;E9PRE4;E9PR07;E9PJ19;E9PMB4	
Q13588;A8MW78	
Q13591;D6RAF4	
Q13595;Q13595-4;Q13595-3;Q13595-2	
Q13596;Q13596-2;H0YK42;H0YK58;H0YK43;J3KPH4;H0YKD5;H0YKL5	
Q13596-3;H0YKT3	+
Q13601;Q13601-2;A0A087WZC7	
Q13608;Q13608-3;Q13608-2	
Q13609;Q13609-2;H7C4R7;A0A0A0MT68	
Q13610;B4DJV5;F8VZ56;Q13610-2	
Q13614;C9JEX3;Q13614-2	
Q13615;Q13615-3;Q13615-2;G5E953;C9JLU3	
Q13616;A0A0C4DGX4	
Q13618;Q13618-2;Q13618-3;H7C1L6;H7C399;A0A087X1R9	
Q13619;A0A0A0MR50;Q13619-2;A0A087WWN2	
Q13625;Q13625-3;Q13625-2;H7C5L8;H0Y847	
Q13627;Q13627-4;Q13627-2;Q13627-3;Q13627-5;E7EMI5;Q76N25	
Q13630;E9PKL9;E9PP14;E9PLH9;H0YCP7;E9PP60;H0YE90	
Q13636;J3QR51	
Q13637	
Q13641	
Q13642-5;Q13642-4;Q13642-1;Q5JXI8	
Q13643	
Q13671;E9PNR2;Q13671-2	
Q13683;Q13683-9;Q13683-10;H0YJ26;G3V2I4	
Q13683-3;Q13683-13	
Q13683-7;J3KNV4;G3V2C6;H0YJ98	
Q13686;H0YJF3;G3V4M4	
Q13724;Q13724-2;C9J8D4;B8ZZE2	
Q13740-2;Q13740;F5GXJ9;H7C543;Q13740-4;Q13740-3	
Q13748;Q6PEY2	
Q13748-2	+
Q13753;Q13753-2	
Q13769;F8WCP5;C9JXG5;H7C441;C9JCL9;H7C072;C9JXU6;F5GZF3	
Q13772;Q13772-3;Q13772-4;B4DF87;B4DZ85;Q13772-2	
Q13790	
Q13795;Q13795-3;Q13795-2;Q13795-4	
Q13796;F5H3B6;C9IZC6	
Q13797;E9PDS3;H7C2L1	
Q13813	
Q13813-2	
Q13823;H0YG10	
Q13825;Q13825-2	
Q13829;Q13829-2;K7EM01;Q8WZ19;J3QSD4;J3QS43	
Q13838;Q13838-2;A0A0G2JJZ9;Q5STU3;F6UJC5;A0A0A0MT12;F6TRA5;F6S4E6;H0YCC6	
Q13867;K7ESE8;K7ES02;J3KSD8;J3KS79;K7ENH5	
Q13868;Q13868-3	
Q13873;Q13873-2	
Q13884;Q13884-2;E5RIX7	
Q13885	
Q13887;Q13887-4	
Q13888;Q6P1K8;D6RID8;R4GMS9;D6RJD3;D6RIT7;D6RGC9;D6RAW1	
Q13895;H7BY94;F8WBL2	
Q13905-4;Q13905;Q13905-3;Q13905-2;H0Y6R4;Q5JUE9	
Q13907;Q13907-2;C9JKM8;C9JD53	
Q13948;Q13948-10;P39880-9	
Q13948-2;Q13948-9	
Q13951	
Q13951-2;H3BSC0;J3KTD8	
Q13952;Q13952-3;Q5T6K7;E9PI99;Q5T6K5;Q13952-6;Q13952-7;Q13952-2;Q13952-5;A0A0A0MT00;E9PL11;Q13952-4;E9PJA8;E9PQR2;A0A087WXG1	
Q13976;A0A0A0MSB3;Q13976-3;B1ALS0	
Q13976-2	
Q14004;Q14004-2;A0A087X209;Q9BVE2	
Q14005;Q14005-2;Q14005-3;H0YLH9;Q14005-4;H0YLL1;H3BN12;H0YKB7;H3BT15	
Q14008;Q14008-2;Q14008-3;H0YDX5;E9PQH5;H0YEK7;H0YCF6	
Q14011	
Q14012;H7C071;C9JES6	
Q14019;H3BT58	
Q14032	
Q14061;H7C4E5;C9J8T6	
Q14088	
Q14103-3;Q14103;H0Y8G5;H0YA96;D6RAF8;D6RD83	
Q14103-4;Q14103-2;D6RBQ9	+
Q14108;Q14108-2;D6RDG0	
Q14112;Q14112-2;A0A087WZP6	
Q14116;Q14116-2	
Q14117;H0YEV7	
Q14118;C9JYS1;C9J196;C9JQL4	
Q14123;Q14123-2;A0A0A0MS69;Q14123-3;F8W905	
Q14126;J3KSI6	
Q14137;Q14137-2;A0A075B729	
Q14139;Q14139-2;B7Z7P0	
Q14145;K7EJ49;K7EJD8;K7ESE0;K7EQX2;K7EPZ3	
Q14146;Q5VYD0	
Q14147;H7C504	
Q14149;H0YHQ4;H0YIR5	
Q14151;K7EQU4;K7ERX3;Q14151-2	
Q14152;Q14152-2	
Q14154;D6RBI8;H0YA48	
Q14155-2;Q14155;E7ENL8	
Q14155-3	
Q14155-5;Q14155-1;B1ALK7;Q14155-6;E7EUY6;E9PDQ5;F6SJA5;E7EU80;C9JDI6;B1ANY6;C9JAD7	
Q14156;Q14156-2;Q14156-3;E5RJS1	
Q14161;Q14161-3;Q14161-4;Q14161-7;Q14161-6;Q14161-11;Q14161-2;F8W822	
Q14161-5;Q14161-9;Q14161-8;R4GNG3;Q14161-10;F8WAK2	+
Q14164;Q14164-2;A0A075B7B4;A0A075B7C7;A0A075B7D5	
Q14165;F5H1S8;H0YG07;F5GX14	
Q14166;V9GY16	
Q14181;Q14181-2;H0YDR7;E9PIQ6	
Q14185	
Q14186;Q5JSB5;F5H452;Q5JSB6;Q14186-2	
Q14191	
Q14194;Q14194-2;E9PD68	
Q14195-2;Q14195;H0YBT4;D6RF19;H0YB87	
Q14203;Q14203-6;Q14203-2	+
Q14204;H0YJ21	
Q14213	
Q14232;F5H0D0;H0YGG4	
Q14232-2	+
Q14240;Q14240-2;E7EQG2;E7EMV8;J3KSN7;E9PBH4;C9JUF0;F8WE11	
Q14247;Q14247-3;Q14247-2;H0YCD9;H0YEV2	
Q14249	
Q14254;J3QLD9;E7EMK3;K7EKW9	
Q14257;Q14257-2;H0YL43;A8MXP8	
Q14258	
Q14289;Q14289-2;E9PBI4;C9JHV9;E5RJ77;H0YB74;E5RHL2;E5RK84	
Q14314	
Q14315	
Q14315-2	
Q14318;U3KQ64;A0A0A0MTJ1;Q14318-3;M0R1Q0;M0R1S6;U3KQI1	+
Q14318-2;M0R2K9;M0R2Q6	
Q14320;B0S8I6	
Q14324	
Q14331;E9PRR7;H0YEZ2	
Q14332	
Q14344;Q14344-2	
Q14353;Q14353-2;K7EM34	
Q14376;Q14376-2;Q5QPP4;Q5QPP3;Q5QPP1;A0A0E3D6K8;Q5QPP9	
Q14392;C9JYU3	
Q14393;Q14393-3;Q14393-2;Q14393-5;Q14393-4	
Q14410	
Q14432	
Q14444;Q14444-2;G3V153;E9PLA9	
Q14449;Q14449-2	
Q14457;E7EV84;K7ELY9;K7ER46;K7EN35;K7EMA2;K7EQQ7;K7EKK2	
Q14498;Q14498-2;Q14498-3;G3XAC6;H0Y4X3;Q5QP23;Q5QP22;G3V5Z6;H0YJJ3;F8WF24;F2Z3E6;F2Z2Z5;A0A087X122;F8WF73	
Q14515;Q14515-2;C9JJR8;E9PC64;F5H331;D6RA29;F5H4Y3;E7EU82	
Q14517;A0A087WVP1;D6RCE4;H0Y9H4;H0Y9C8	
Q14520;Q14520-2	
Q14524;Q14524-6;Q14524-4;A0A0A0MT39;E9PG18;H9KVD2;Q14524-5;K4DIA1;Q86V90;A3EY21;C9JBM7	
Q14524-3;Q14524-2;E9PHB6	
Q14526-2;Q14526;I3L388;K7ENQ1;Q96JB3;V9GYA4;Q96JB3-2	
Q14532;CON__Q14532	+
Q14534;E7EVQ6;H0YBN7;REV__P51843-2;REV__P51843	
Q14554;Q14554-2;C9JY10;H7C4F9	
Q14558-2;Q14558;B4DP31;C9J168;C9JNQ3;C9JUN4;C9JKT9	
Q14562;F5H658;S4R3S0;K7EQH7;K7END7	
Q14563	
Q14566	
Q14571;Q14571-2;H7C2X9	
Q14573	
Q14574-2;Q14574	
Q14592;Q14592-2	
Q14596;Q14596-2	
Q14624	
Q14624-2;Q14624-3;Q14624-4;H7C0L5	
Q14627	
Q14642;Q5T1B5;H0Y2W5;B1AP38;Q5T1B3	
Q14643;Q14643-3;Q14643-6;B7ZMI3	
Q14643-4;Q14643-8;Q14643-7;Q14643-5;Q14643-2	
Q14644;Q14644-2	
Q14651;C9JAM8;C9J359;C9J0F3;C9JAM3;C9JVY2;C9JU08;C9JYI1	
Q14653;M0QYT9;Q14653-2;Q14653-3	
Q14657	
Q14667;Q08E86;K7EQ86;Q14667-2;Q14667-3;K7EQR3	
Q14669-2;Q14669-4;H7C2Y1;C9JLJ5;C9JSX9;F8W9P3;H7C1L9	
Q14669-3;Q14669;G5E9G6;C9JLD7	
Q14671;E9PR38	
Q14676;Q14676-2;Q14676-3;Q14676-4;A2AB05;H0Y6Z8;A2AB07;A2AB06;A0A087X0R2	
Q14677;H0YDU9;H0YD52	+
Q14677-3;Q14677-2	
Q14678;Q14678-2;Q5W0W3;Q5W0W2	
Q14680-6;Q14680;Q14680-8;Q14680-4;Q14680-5;Q14680-2;Q14680-7;A0A0D9SGI4;Q14680-3;A0A0D9SFF9;A0A0D9SFL8;A0A0D9SFB9	
Q14681	
Q14683;G8JLG1;V9GY57;H0Y7K8;V9GYN9	
Q14684;Q14684-2	
Q14686;F6M2K4;F6M2K2	
Q14689;Q14689-6;Q14689-5;Q14689-4;Q14689-2;Q14689-3	
Q14690	
Q14691	
Q14692	
Q14693;Q14693-3;Q14693-5;Q14693-2;Q14693-7;Q14693-4;A0A0A0MS66;Q14693-6;H7C3T1;C9IYP2	
Q14694;Q14694-3;Q14694-2;J3KT19;H3BQC6;H3BNA1;H3BQP1;H3BVF1;H3BNS8;H3BNL0	
Q14696;H0YLI4	
Q14697;F5H6X6;Q14697-3	
Q14697-2;E9PKU7;E9PNH1	
Q14699;G3XAJ6;C9JHG2;C9JRN3;C9JWQ9;F8WAR1;U3KPZ2	
Q14703;H3BV53	
Q14714;Q14714-2;Q14714-3;F5H0K2;F5H381	
Q14722-3;Q14722;Q14722-2;A0A087X1P8;F8W6W4;B7Z8E5;C9JQ60;C9JBV8	
Q14728	+
Q14739;C9JXK0;C9JES9	
Q14746;Q14746-2;B7Z2Y2;V9GY21;REV__Q6SZW1-2;REV__Q6SZW1	
Q14749	
Q14764;H3BQK6;H3BRL2;H3BUK7;H3BNF6;H3BP76;H3BPZ2;H3BNF2;H3BUP3;H3BQE7	
Q14765;E9PG69;E9PBE2;C9JFG0	
Q14766;E7EV71;Q14766-2;C9JDW2;H7C2H7;H7C0I7;H7BZ76	
Q14766-4;Q14766-5;H7C4L5	
Q14789-2;Q14789;Q14789-3;Q14789-4;E7EU81;H0Y867;H7C5I7;F8WF12;C9J8Q0;REV__Q8N884-2	
Q14790-4;Q14790-2;Q14790;Q14790-3;A0A0A0MS31;Q14790-8;Q14790-7;E7ETB7;E7EQ06;Q14790-6;Q14790-5;H7C0E2;E7EQ01;E7EVN1	
Q14790-9;F8WF39	
Q147U7	
Q147X3;Q147X3-2;J3KNC2;B4DK34;G3V3I2	
Q14814;Q14814-4;Q14814-6;Q14814-3;Q14814-5;Q14814-2;Q05BX2	
Q14832;Q14832-2;C9JUH9;C9JIT1;C9J2I2	
Q14847;Q14847-2;C9J9W2;Q14847-3;F6S2S5;J3KSN1;K7ESD6	
Q14849;Q14849-3;Q14849-2;J3QLM1;J3QRM3	
Q14865;Q14865-2;Q14865-3	
Q14894;I3L325;I3L2W5;I3NI53;I3L3Y1;I3L3J9	
Q14914;Q14914-2;F2Z3J9;Q5JVP2;F6XGT7	
Q14934;Q14934-6;Q14934-4;Q14934-2;Q14934-12;Q14934-9;Q14934-8;Q14934-7;Q14934-5;Q14934-3;Q14934-11;Q14934-16;Q14934-15;Q14934-14;Q14934-13;Q14934-10;Q14934-18;Q14934-17;Q14934-19;Q14934-20;Q14934-21;G3V4U6;Q14934-22;G3V4K1;G3V5H0;Q14934-23	
Q14938-3	
Q14938-4	+
Q14938-5	+
Q14938-6	
Q14956;Q14956-2;Q96F58	
Q14966;Q14966-3;Q14966-4;Q14966-5;A0A096LNS4;A0A096LPK8	
Q14974;Q14974-2;J3KTM9;J3QR48;J3QKQ5;J3QRG4;J3KS06	
Q14978-2;Q14978;A0A0A0MRM9;S4R349;S4R402;S4R3C2	
Q14978-3;S4R341	
Q14980;Q14980-4;Q14980-3;F5H4J1;F5H6Y5;F5H763;F5H0Z7;F5H2F3;F5H3L6;F5GZW1;F5H1L0;F8W6T3;F5GWK2;F5H073;F5H068;F5H7R5;F5H4Y4;F5GWA2	
Q14980-2;A0A087WY61;H0YFY6;K4DIE0	
Q14980-5	+
Q14982;Q14982-2;Q14982-4;Q14982-3	
Q14997;Q14997-2;Q14997-3;F8WBH5;Q14997-4	
Q14999;Q14999-2	
Q149N8;Q149N8-2;A0A0D9SFM0;Q149N8-4	
Q14BN4;Q14BN4-2;H7BZK0;H7C3M8;Q14BN4-4;Q14BN4-6;Q14BN4-7;H7C5G9	
Q14BN4-3	
Q14C86-6;Q14C86-2;Q14C86;Q14C86-5;Q14C86-4;Q14C86-3;F8W9S7;C9IZ08;H0Y7I9;B4DGD8;H0Y4E7;B0QZ65;A0A0A0MQV8;C9IZX9	
Q14CS0;H0YAX6;E5RJ36	
Q14CX7;Q14CX7-2;H0YHR9;F8VSB9	
Q14CZ7;D6RAR6	
Q14CZ8;Q14CZ8-2	
Q14D04;Q14D04-2;C9IZY4;Q14D04-4;Q14D04-3	
Q15006;H0YAS9;E5RGJ2	
Q15007;Q15007-2;A0A087X1R4	
Q15008;Q15008-4;Q15008-3;Q15008-2;C9J0E9;C9J7B7;H7C531	
Q15011;Q15011-3;Q15011-2;H3BP08;Q15011-4;H3BTA8;H3BTT7;H3BRS4	
Q15012	
Q15013;Q15013-3	
Q15014;A0A0A0MT59;Q5JXX2;A0A0E3D6L8;Q5JXX1;Q5JXX6	
Q15018	
Q15019;Q15019-2;Q15019-3;C9JB25;C9J938;C9IZU3;C9JQJ4;C9JZI2;C9JFT1;F8WB65;C9JT15;C9JSE7	
Q15020;Q15020-4;H0YHU8	
Q15021;E7EN77;F5GZK7;F5H431	
Q15024	
Q15027;I3L268;I3L0K9	
Q15029;Q15029-2;Q15029-3;K7EP67;K7EJ74;K7EIT3	
Q15031;E9PHM2;C9JYR8;C9IZR7	
Q15032-2;Q15032-4;H7C207	
Q15034;H0Y8G9	
Q15035	
Q15036;Q15036-2;F8WAZ0;F8WFA0;F8WEG6	
Q15042;Q15042-3;Q15042-4;C9J1R5	
Q15043;Q15043-2;Q15043-3;E5RIP4;E5RFT1;E5RFZ8;E5RGA7;E5RJ40;E5RJG5	
Q15046;Q15046-2;H3BVA8;J3KRL2;H3BPV7	
Q15047;Q15047-3;E9PRF4;E9PQM8;Q15047-2;X6R732;X6RHV1;B0QZE6;E9PS59;E9PAP1	
Q15048;E9PP40;E9PNL0;E9PRP5	
Q15050	
Q15052	+
Q15052-2	
Q15054;Q15054-3;Q15054-2;E9PM91;E9PNC0;H0YD46;E9PRK3	
Q15056;Q15056-2	
Q15057;A0A087X1H5;H7C3Q8;H7C3K3;C9J8L1	
Q15058	
Q15059;Q15059-2;A9J571	
Q15061;C9JEE7;C9IZK7	
Q15063	
Q15063-2	+
Q15063-5	
Q15063-6	+
Q15067;K7ENF1;K7ESC7;K7ELT1;I3L0T4;I3L2U4;I3L4S5	
Q15067-2	
Q15067-3	
Q15072	
Q15075	
Q15080;A0A0G2JR51;B0QY04;Q15080-3;Q15080-2	
Q15084;Q15084-5;Q15084-3;Q15084-4;Q15084-2	
Q15102;M0R389;M0R1K3;M0QZT2;M0QXS6;M0R323	
